Level,Name,Option,Coin Address,PopTracker Group,Logic,Easy Skip,Hard Skip,Insane Skip,Misc
Al's Toy Barn,Al's Toy Barn - Race Hallway - Above Merchandise #3 - Coin,Coinsanity,0x0C7618,Race Hallway,Double Jump or Ledge Grab,,,,
Al's Toy Barn,Al's Toy Barn - Race Hallway - Shopping Cart - Coin,Coinsanity,0x0C75D8,Race Hallway,Double Jump or Ledge Grab,,,,
Al's Toy Barn,Al's Toy Barn - Race Hallway - 1st Buzz Shelf - Coin,Coinsanity,0x0C75C8,Race Hallway,Double Jump or Ledge Grab,,,,
Al's Toy Barn,Al's Toy Barn - Race Hallway - 2nd Buzz Shelf - Coin,Coinsanity,0x0C75B8,Race Hallway,Pole Vault and Double Jump,Double Jump and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Box Step - Coin,Coinsanity,0x0C7478,Checkout,Double Jump,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - 1st Counter #1 - Coin,Coinsanity,0x0C7488,Checkout,Double Jump,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - 1st Counter #2 - Coin,Coinsanity,0x0C7498,Checkout,Double Jump,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - 1st Counter #3 - Coin,Coinsanity,0x0C74A8,Checkout,Double Jump,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - 1st Counter #4 - Coin,Coinsanity,0x0C74B8,Checkout,Double Jump,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - 1st Cash Register - Coin,Coinsanity,0x0C74C8,Checkout,Double Jump,,,,
Al's Toy Barn,Al's Toy Barn - Checkout - 2nd Cash Register - Coin,Coinsanity,0x0C74D8,Checkout,Double Jump and Ledge Grab and Rope Sliding and Pole Vault,Double Jump and Ledge Grab,Double Jump,,
Al's Toy Barn,Al's Toy Barn - Checkout - 3rd Cash Register - Coin,Coinsanity,0x0C74E8,Checkout,Double Jump and Ledge Grab and Rope Sliding and Pole Vault,Double Jump and Ledge Grab,Double Jump,,
Al's Toy Barn,Al's Toy Barn - Checkout - Propeller Zurg Robot #2 - Coin,Coinsanity,0x0C3FBA,Checkout,(Double Jump and Ledge Grab and Rope Sliding and Pole Vault and (Laser or Spin)) or Disc Launcher,Double Jump and Ledge Grab and (Laser or Spin),Double Jump and (Laser or Spin),,
Al's Toy Barn,Al's Toy Barn - Checkout - 4th Cash Register - Coin,Coinsanity,0x0C74F8,Checkout,(Double Jump and Rocket Boots) or (Double Jump and Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Ledge Grab,Double Jump,,
Al's Toy Barn,Al's Toy Barn - Checkout - Shopping Cart - Coin,Coinsanity,0x0C7508,Checkout,(Double Jump and Rocket Boots) or (Double Jump and Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Ledge Grab,Double Jump,,
Al's Toy Barn,Al's Toy Barn - Checkout - SE Gumball Machines #1 - Coin,Coinsanity,0x0C7518,Checkout,(Stomp and Double Jump and Rocket Boots) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Pole Vault and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - SE Gumball Machines #2 - Coin,Coinsanity,0x0C7528,Checkout,(Stomp and Double Jump and Rocket Boots) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Pole Vault and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - SE Gumball Machines #3 - Coin,Coinsanity,0x0C7538,Checkout,(Stomp and Double Jump and Rocket Boots) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Pole Vault and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Hay Bale Ride #1 - Coin,Coinsanity,0x0C7548,Checkout,(Stomp and Double Jump and Rocket Boots and Pole Vault) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Hay Bale Ride #2 - Coin,Coinsanity,0x0C7558,Checkout,(Stomp and Double Jump and Rocket Boots and Pole Vault) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Hay Bale Ride #3 - Coin,Coinsanity,0x0C7568,Checkout,(Stomp and Double Jump and Rocket Boots and Pole Vault) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Hay Bale Ride #4 - Coin,Coinsanity,0x0C7578,Checkout,(Stomp and Double Jump and Rocket Boots and Pole Vault) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - Hay Bale Ride #5 - Coin,Coinsanity,0x0C7588,Checkout,(Stomp and Double Jump and Rocket Boots and Pole Vault) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Ledge Grab,,,
Al's Toy Barn,Al's Toy Barn - Checkout - SW Gumball Machines #1 - Coin,Coinsanity,0x0C7598,Checkout,Double Jump and Stomp and Pole Vault and Rocket Boots,(Double Jump and Rocket Boots) or (Double Jump and Ledge Grab and Stomp),,,
Al's Toy Barn,Al's Toy Barn - Checkout - SW Gumball Machines #2 - Coin,Coinsanity,0x0C75A8,Checkout,Double Jump and Stomp and Pole Vault and Rocket Boots,(Double Jump and Rocket Boots) or (Double Jump and Ledge Grab),,,
Al's Toy Barn,Al's Toy Barn - Shipping - Under Box Lifts - Coin,Coinsanity,0x0C7728,Shipping,(Double Jump and Ledge Grab) or Hover Boots,,,,
Al's Toy Barn,Hamm's 50 Coins Token - Al's Toy Barn,Base AP,,,(Double Jump and Ledge Grab) or Pole Climb or Hover Boots,,,,50 Coins
Al's Toy Barn,Missing Toys Token - Al's Toy Barn,Base AP,,,,,,,5 Missing Toys
Al's Toy Barn,Race Token - Al's Toy Barn,Base AP,,,Pole Vault and Rope Sliding and Double Jump,,Double Jump and Rocket Boots,,
Al's Toy Barn,Hidden Token - Al's Toy Barn,Base AP,,,Double Jump and Ledge Grab and Disc Launcher,,,,
Al's Toy Barn,Boss Token - Al's Toy Barn,Base AP,,,(Laser or Spin or Stomp or Disc Launcher) and (Double Jump or Hover Boots) and Pole Climb and Ledge Grab,(Laser or Spin or Stomp or Disc Launcher) and ((Double Jump and Ledge Grab) or Hover Boots),,,
Al's Toy Barn,Chick (Complete Race) - Al's Toy Barn,Base AP,,,Pole Vault and Rope Sliding and Double Jump,,Double Jump and Rocket Boots,,
Al's Toy Barn,Chick (Gumball Machines) - Al's Toy Barn,Base AP,,,Double Jump and Stomp and Pole Vault and Rocket Boots,(Double Jump and Rocket Boots) or (Double Jump and Ledge Grab and Stomp),,,
Al's Toy Barn,Chick (Shipping Boxes) - Al's Toy Barn,Base AP,,,Double Jump and Hover Boots,,,,
Al's Toy Barn,Chick (Near Basketballs) - Al's Toy Barn,Base AP,,,Pole Climb and (Ledge Grab or Double Jump),,,,
Al's Toy Barn,Chick (End of Long Aisle) - Al's Toy Barn,Base AP,,,Push and Double Jump and Ledge Grab,,Double Jump and Rocket Boots,,
Al's Toy Barn,Missing Arm,Base AP,,,(Double Jump and Rocket Boots) or (Double Jump and Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Ledge Grab,Double Jump,,
Al's Toy Barn,Give Potato Head His Arm,Base AP,,,Double Jump,,,,Missing Arm
Al's Toy Barn,Life (Tennis Ball Isle) - Al's Toy Barn,Lifesanity,,,,,,,
Al's Toy Barn,Green Laser - Al's Toy Barn,Green Laser Sanity,,,,,,,
Al's Toy Barn,Battery (Gumball Machine) - Al's Toy Barn,Batterysanity,,,(Stomp and Double Jump and Rocket Boots) or (Double Jump and Pole Vault and Rope Sliding) or (Ledge Grab and Pole Vault and Rope Sliding),Double Jump and Pole Vault and Ledge Grab,,,
Al's Toy Barn,Battery (Ventilation Shaft) - Al's Toy Barn,Batterysanity,,,Push and Double Jump and Ledge Grab,,Double Jump and Rocket Boots,,
Al's Toy Barn,Battery (Between Bicycles) - Al's Toy Barn,Batterysanity,,,Pole Climb and (Ledge Grab or Double Jump),,,,
Al's Toy Barn,Battery (Cardboard Boxes) - Al's Toy Barn,Batterysanity,,,(Double Jump and Ledge Grab) or Hover Boots,,,,
Al's Toy Barn,Battery (Boss Arena) - Al's Toy Barn,Batterysanity,,,(Double Jump or Hover Boots) and Pole Climb and Ledge Grab,(Double Jump and Ledge Grab) or Hover Boots,,,
Al's Toy Barn,Talk to Rex - Al's Toy Barn,Rexsanity,,,(Double Jump and Ledge Grab) or Hover Boots,,,,
Al's Toy Barn,Al's Toy Barn - Hint Block (Hay Bale Ride),Hint Block Sanity,,,,,,,
Al's Space Land,Al's Space Land - Race Aisle - Small Box at Entry - Coin,Coinsanity,0x0C7508,Race Aisle,,,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Small Box at Entry - Coin,Coinsanity,0x0C7618,Zurg Aisle,,,,,
Al's Space Land,Al's Space Land - Central Room - Floating Zurg Robot - Coin,Coinsanity,0x0C3472,Central Room,Laser or Spin,,,,
Al's Space Land,Al's Space Land - Central Room - Bouncing Zurg Robot - Coin,Coinsanity,0x0C33DA,Central Room,Laser or Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Central Room - Propeller Zurg Robot - Coin,Coinsanity,0x0C350A,Central Room,Laser or Spin,,,,
Al's Space Land,Al's Space Land - Central Room - Zurg Car - Coin,Coinsanity,0x0C3FBA,Central Room,Laser or Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Arcade - Zurg Car - Coin,Coinsanity,0x0C363A,Arcade,Laser or Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Race Aisle - Zurg Car #1 - Coin,Coinsanity,0x0C4052,Race Aisle,Laser or Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Race Aisle - Zurg Car #2 - Coin,Coinsanity,0x0C40EA,Race Aisle,Laser or Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Race Aisle - Zurg Car #3 - Coin,Coinsanity,0x0C4182,Race Aisle,Laser or Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Race Aisle - Zurg Car #4 - Coin,Coinsanity,0x0C43E2,Race Aisle,Laser or Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Bouncing Zurg Robot #1 - Coin,Coinsanity,0x0C39CA,Zurg Aisle,Laser or Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Central Room - Zurg Soldier - Coin,Coinsanity,0x0C35A2,Central Room,Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Zurg Soldier - Coin,Coinsanity,0x0C3A62,Zurg Aisle,Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Race Aisle - Zurg Soldier #1 - Coin,Coinsanity,0x0C42B2,Race Aisle,Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Race Aisle - Zurg Soldier #2 - Coin,Coinsanity,0x0C434A,Race Aisle,Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Race Aisle - Zurg Soldier #3 - Coin,Coinsanity,0x0C421A,Race Aisle,Spin or Stomp,,,,
Al's Space Land,Al's Space Land - Central Room - Boxes to Mobile - Coin,Coinsanity,0x0C7478,Central Room,Push and Ledge Grab and Double Jump,Double Jump,,,
Al's Space Land,Al's Space Land - Central Room - Mobile #1 - Coin,Coinsanity,0x0C7488,Central Room,Push and Ledge Grab and Double Jump,Double Jump,,,
Al's Space Land,Al's Space Land - Central Room - Mobile #2 - Coin,Coinsanity,0x0C7498,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Central Room - Mobile #3 - Coin,Coinsanity,0x0C74A8,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Central Room - Mobile #4 - Coin,Coinsanity,0x0C74B8,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Central Room - Mobile #5 - Coin,Coinsanity,0x0C74C8,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Central Room - Mobile #6 - Coin,Coinsanity,0x0C74D8,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Central Room - Mobile #7 - Coin,Coinsanity,0x0C74E8,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Central Room - Mobile #8 - Coin,Coinsanity,0x0C74F8,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Central Room - Boxes to Boss #1 - Coin,Coinsanity,0x0C7788,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Central Room - Boxes to Boss #2 - Coin,Coinsanity,0x0C7798,Central Room,Push and Ledge Grab and Double Jump and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Al's Space Land - Arcade - Stool by 1st Cabinet - Coin,Coinsanity,0x0C76D8,Arcade,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Arcade - Bouncing Zurg Robot #1 - Coin,Coinsanity,0x0C36D2,Arcade,Double Jump and Ledge Grab and (Laser or Spin or Stomp),,,,
Al's Space Land,Al's Space Land - Arcade - Floating Zurg Robot - Coin,Coinsanity,0x0C3802,Arcade,Double Jump and Ledge Grab and (Laser or Spin),,,,
Al's Space Land,Al's Space Land - Arcade - 1st Cabinet - Coin,Coinsanity,0x0C76E8,Arcade,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Arcade - 2nd Cabinet - Coin,Coinsanity,0x0C76F8,Arcade,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Arcade - 3rd Cabinet - Coin,Coinsanity,0x0C7708,Arcade,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Arcade - Bouncing Zurg Robot #2 - Coin,Coinsanity,0x0C389A,Arcade,Double Jump and Ledge Grab and (Laser or Spin or Stomp),,,,
Al's Space Land,Al's Space Land - Arcade - Propeller Zurg Robot #1 - Coin,Coinsanity,0x0C376A,Arcade,Double Jump and Ledge Grab and (Laser or Spin),,,,
Al's Space Land,Al's Space Land - Arcade - 4th Cabinet - Coin,Coinsanity,0x0C7718,Arcade,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Arcade - Top of Claw Machine - Coin,Coinsanity,0x0C7738,Arcade,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Arcade - Ball Pit Pole - Coin,Coinsanity,0x0C7748,Arcade,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Al's Space Land,Al's Space Land - Arcade - Propeller Zurg Robot #2 - Coin,Coinsanity,0x0C3932,Arcade,Double Jump and Ledge Grab and Pole Climb and (Laser or Spin),Double Jump and Ledge Grab and (Laser or Spin),,,
Al's Space Land,Al's Space Land - Arcade - Ball Pit Open Corner #1 - Coin,Coinsanity,0x0C77E8,Arcade,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Al's Space Land,Al's Space Land - Arcade - Ball Pit Open Corner #2 - Coin,Coinsanity,0x0C77F8,Arcade,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Al's Space Land,Al's Space Land - Arcade - Ball Pit Hidden Corner #1 - Coin,Coinsanity,0x0C7778,Arcade,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Al's Space Land,Al's Space Land - Arcade - Ball Pit Hidden Corner #2 - Coin,Coinsanity,0x0C7768,Arcade,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Al's Space Land,Al's Space Land - Arcade - Ball Pit Hidden Corner #3 - Coin,Coinsanity,0x0C7758,Arcade,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Al's Space Land,Al's Space Land - Race Aisle - Stacked Box at Entry - Coin,Coinsanity,0x0C7518,Race Aisle,Double Jump and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Race Aisle - Bouncing Zurg Robot - Coin,Coinsanity,0x0C447A,Race Aisle,Double Jump and Ledge Grab and (Laser or Spin or Stomp),Double Jump and (Laser or Spin or Stomp),,,
Al's Space Land,Al's Space Land - Race Aisle - 1st Blue Shelf - Coin,Coinsanity,0x0C7528,Race Aisle,Double Jump and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Race Aisle - Propeller Zurg Robot #1 - Coin,Coinsanity,0x0C4512,Race Aisle,Double Jump and Ledge Grab and (Laser or Spin),Double Jump and (Laser or Spin),,,
Al's Space Land,Al's Space Land - Race Aisle - 2nd Blue Shelf - Coin,Coinsanity,0x0C7538,Race Aisle,Double Jump and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Race Aisle - Propeller Zurg Robot #2 - Coin,Coinsanity,0x0C4642,Race Aisle,Double Jump and Ledge Grab and (Laser or Spin),Double Jump and (Laser or Spin),,,
Al's Space Land,Al's Space Land - Race Aisle - Boxed Alien - Coin,Coinsanity,0x0C7548,Race Aisle,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Race Aisle - Propeller Zurg Robot #3 - Coin,Coinsanity,0x0C45AA,Race Aisle,Double Jump and Ledge Grab and (Laser or Spin),,,,
Al's Space Land,Al's Space Land - Race Aisle - 3rd Blue Shelf - Coin,Coinsanity,0x0C7558,Race Aisle,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Race Aisle - 1st Rope - Coin,Coinsanity,0x0C7568,Race Aisle,Double Jump and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Race Aisle - 2nd Rope #1 - Coin,Coinsanity,0x0C7578,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 2nd Rope #2 - Coin,Coinsanity,0x0C7588,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 3rd Rope - Coin,Coinsanity,0x0C7598,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 4th Rope #1 - Coin,Coinsanity,0x0C75A8,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 4th Rope #2 - Coin,Coinsanity,0x0C75B8,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 5th Rope - Coin,Coinsanity,0x0C75C8,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 6th Rope #1 - Coin,Coinsanity,0x0C75D8,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 6th Rope #2 - Coin,Coinsanity,0x0C75E8,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 7th Rope #1 - Coin,Coinsanity,0x0C75F8,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - 7th Rope #2 - Coin,Coinsanity,0x0C7608,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Race Aisle - Shelf at End of Race - Coin,Coinsanity,0x0C77D8,Race Aisle,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Stacked Box at Entry - Coin,Coinsanity,0x0C7628,Zurg Aisle,Double Jump and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Jump to Pole Vault - Coin,Coinsanity,0x0C7638,Zurg Aisle,Double Jump and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Propeller Zurg Robot - Coin,Coinsanity,0x0C3AFA,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and (Laser or Spin),Double Jump and Pole Vault and (Laser or Spin),,,
Al's Space Land,Al's Space Land - Zurg Aisle - High Blue Shelf around Corner - Coin,Coinsanity,0x0C7648,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,Double Jump and Pole Vault,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Red Zurg Shelf - Coin,Coinsanity,0x0C7658,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,Double Jump and Pole Vault,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Bouncing Zurg Robot #2 - Coin,Coinsanity,0x0C3B92,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and (Laser or Spin or Stomp),Double Jump and (Laser or Spin or Stomp),,,
Al's Space Land,Al's Space Land - Zurg Aisle - Bouncing Zurg Robot #3 - Coin,Coinsanity,0x0C3C2A,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and (Laser or Spin or Stomp),Double Jump and (Laser or Spin or Stomp),,,
Al's Space Land,Al's Space Land - Zurg Aisle - 1st Standalone Box - Coin,Coinsanity,0x0C77A8,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - 2nd Standalone Box - Coin,Coinsanity,0x0C77B8,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - 3rd Standalone Box - Coin,Coinsanity,0x0C77C8,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - 1st Box Step to Rope - Coin,Coinsanity,0x0C7668,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - 2nd Box Step to Rope - Coin,Coinsanity,0x0C7678,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - 3rd Box Step to Rope - Coin,Coinsanity,0x0C7688,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Blue Shelf before Rope - Coin,Coinsanity,0x0C7698,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Zurg Aisle - 1st Rope Slide - Coin,Coinsanity,0x0C76A8,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab,,,,
Al's Space Land,Al's Space Land - Zurg Aisle - 2nd Rope Slide - Coin,Coinsanity,0x0C76B8,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and Rope Sliding,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Floating Zurg Robot #1 - Coin,Coinsanity,0x0C3D5A,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and Rope Sliding and (Laser or Spin),Double Jump and (Laser or Spin),,,
Al's Space Land,Al's Space Land - Zurg Aisle - Floating Zurg Robot #2 - Coin,Coinsanity,0x0C3DF2,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and Rope Sliding and (Laser or Spin),Double Jump and (Laser or Spin),,,
Al's Space Land,Al's Space Land - Zurg Aisle - Zurg Car - Coin,Coinsanity,0x0C3CC2,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and Rope Sliding and (Laser or Spin or Stomp),Double Jump and (Laser or Spin or Stomp),,,
Al's Space Land,Al's Space Land - Zurg Aisle - Between Walls of Boxes - Coin,Coinsanity,0x0C76C8,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and Rope Sliding,Double Jump,,,
Al's Space Land,Al's Space Land - Zurg Aisle - Floating Zurg Robot #3 - Coin,Coinsanity,0x0C3E8A,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and Rope Sliding and (Laser or Spin),Double Jump and (Laser or Spin),,,
Al's Space Land,Al's Space Land - Zurg Aisle - Bouncing Zurg Robot #4 - Coin,Coinsanity,0x0C3F22,Zurg Aisle,Double Jump and Pole Vault and Ledge Grab and (Laser or Spin or Stomp),Double Jump and (Laser or Spin or Stomp),,,
Al's Space Land,Al's Space Land - Arcade - Stool by Claw Machine - Coin,Coinsanity,0x0C7728,Arcade,Double Jump and Ledge Grab,,,,
Al's Space Land,Hamm's 50 Coins Token - Al's Space Land,Base AP,,,Double Jump and Ledge Grab and Pole Vault and Rope Sliding,Double Jump,,,50 Coins
Al's Space Land,Missing Toys Token - Al's Space Land,Base AP,,,,,,,5 Missing Toys
Al's Space Land,Race Token - Al's Space Land,Base AP,,,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Hidden Token - Al's Space Land,Base AP,,,Double Jump and Ledge Grab and Stomp,Double Jump and Stomp,,,
Al's Space Land,Boss Token - Al's Space Land,Base AP,,,Push and Double Jump and Ledge Grab and Pole Climb and (Laser or Spin or Stomp),Double Jump and Ledge Grab and Pole Climb and (Laser or Spin or Stomp),,,
Al's Space Land,Alien (Ballpit) - Al's Space Land,Base AP,,,Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab,,,
Al's Space Land,Alien (Planet Mobile) - Al's Space Land,Base AP,,,Push and Double Jump and Ledge Grab and Pole Climb,,,,
Al's Space Land,Alien (End of Race) - Al's Space Land,Base AP,,,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Alien (Middle of Zurg Aisle) - Al's Space Land,Base AP,,,Double Jump and Ledge Grab and Pole Vault and Rope Sliding,Double Jump,,,
Al's Space Land,Alien (End of Zurg Aisle) - Al's Space Land,Base AP,,,Double Jump and Ledge Grab and Pole Vault and Rope Sliding,Double Jump,,,
Al's Space Land,Life (Planet Mobile) - Al's Space Land,Lifesanity,,,Push and Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Green Laser - Al's Space Land,Green Laser Sanity,,,,,,,
Al's Space Land,Battery (Boss Arena) - Al's Space Land,Batterysanity,,,Push and Double Jump and Ledge Grab and Pole Climb,Double Jump and Ledge Grab and Pole Climb,,,
Al's Space Land,Battery (Arcade Cabinet) - Al's Space Land,Batterysanity,,,Double Jump and Ledge Grab,,,,
Al's Space Land,Battery (Blue Shelves) - Al's Space Land,Batterysanity,,,Double Jump and Ledge Grab and Pole Vault,,,,
Al's Space Land,Battery (Red Shelf) - Al's Space Land,Batterysanity,,,Double Jump and Ledge Grab and Pole Vault and Rope Sliding,Double Jump and Pole Vault and Ledge Grab,,,
Al's Space Land,Battery (Race Blue Shelf) - Al's Space Land,Batterysanity,,,Double Jump and Ledge Grab and Rope Sliding,,,,
Al's Space Land,Talk to Rex - Al's Space Land,Rexsanity,,,,,,,
Elevator Hop,Elevator Hop - Shaft Gr Floor - Floating Zurg Robot - Coin,Coinsanity,0x0C350A,Shaft Ground Floor,Spin or Laser,,,,
Elevator Hop,Elevator Hop - Shaft Gr Floor - Bunker near Potato Head - Coin,Coinsanity,0x0C7478,Shaft Ground Floor,,,,,
Elevator Hop,Elevator Hop - Shaft Gr Floor - Bunker near Hamm's Room - Coin,Coinsanity,0x0C7488,Shaft Ground Floor,,,,,
